

     Summary: group layer ops

group_layer,group_conv_ops,ic,ih,iw,iact_size,oc,oh,ow,oact_size
Shortcut_22,Conv2d_51.G_swap_3.OC_14,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_13,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_12,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_11,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_10,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_9,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_8,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_7,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_6,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_5,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_4,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_3,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_2,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_1,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_0,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_3.OC_1,LayerType.Conv2d,11927552,1,1,1024,224,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_3.OC_0,LayerType.Conv2d,11927552,1,1,1024,224,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,PartSlice_G_SQUEZZE_111,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Shortcut_22,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_52,Conv2d_52.OC_0,LayerType.Conv2d,22151168,1,1,1024,128,1,13,13,r * s * c * (k // g) * h * w
Conv2d_52,Conv2d_52.OC_1,LayerType.Conv2d,22151168,1,1,1024,128,1,13,13,r * s * c * (k // g) * h * w
Conv2d_52,Conv2d_52.OC_2,LayerType.Conv2d,22151168,1,1,1024,128,1,13,13,r * s * c * (k // g) * h * w
Conv2d_52,Conv2d_52.OC_3,LayerType.Conv2d,22151168,1,1,1024,128,1,13,13,r * s * c * (k // g) * h * w
Conv2d_52,Conv2d_52,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_0,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_1,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_2,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_3,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_4,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_5,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_6,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_7,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_8,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_9,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_10,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_11,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_12,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_13,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_14,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_15,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_16,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_17,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_18,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_19,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_20,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_21,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_22,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_23,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_24,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_25,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_26,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_27,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_28,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_29,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_30,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53.OC_31,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_53,Conv2d_53,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_54,Conv2d_54.OC_0,LayerType.Conv2d,22151168,1,1,1024,128,1,13,13,r * s * c * (k // g) * h * w
Conv2d_54,Conv2d_54.OC_1,LayerType.Conv2d,22151168,1,1,1024,128,1,13,13,r * s * c * (k // g) * h * w
Conv2d_54,Conv2d_54.OC_2,LayerType.Conv2d,22151168,1,1,1024,128,1,13,13,r * s * c * (k // g) * h * w
Conv2d_54,Conv2d_54.OC_3,LayerType.Conv2d,22151168,1,1,1024,128,1,13,13,r * s * c * (k // g) * h * w
Conv2d_54,Conv2d_54,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_0,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_1,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_2,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_3,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_4,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_5,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_6,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_7,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_8,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_9,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_10,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_11,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_12,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_13,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_14,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_15,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_16,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_17,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_18,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_19,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_20,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_21,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_22,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_23,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_24,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_25,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_26,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_27,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_28,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_29,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_30,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55.OC_31,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_55,Conv2d_55,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_56,Conv2d_56.OC_0,LayerType.Conv2d,22151168,1,1,1024,128,1,13,13,r * s * c * (k // g) * h * w
Conv2d_56,Conv2d_56.OC_1,LayerType.Conv2d,22151168,1,1,1024,128,1,13,13,r * s * c * (k // g) * h * w
Conv2d_56,Conv2d_56.OC_2,LayerType.Conv2d,22151168,1,1,1024,128,1,13,13,r * s * c * (k // g) * h * w
Conv2d_56,Conv2d_56.OC_3,LayerType.Conv2d,22151168,1,1,1024,128,1,13,13,r * s * c * (k // g) * h * w
Conv2d_56,Conv2d_56,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_0,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_1,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_2,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_3,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_4,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_5,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_6,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_7,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_8,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_9,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_10,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_11,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_12,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_13,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_14,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_15,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_16,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_17,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_18,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_19,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_20,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_21,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_22,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_23,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_24,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_25,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_26,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_27,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_28,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_29,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_30,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57.OC_31,LayerType.Conv2d,24920064,3,3,512,32,1,13,13,r * s * c * (k // g) * h * w
Conv2d_57,Conv2d_57,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_59,Conv2d_59,LayerType.Conv2d,22151168,1,1,512,256,1,13,13,r * s * c * (k // g) * h * w
Upsample_0,PartSlice_OC_0,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_0,Upsample_0.OC_0,LayerType.Upsample,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_0,PartSlice_OC_1,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_0,Upsample_0.OC_1,LayerType.Upsample,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_0,PartSlice_OC_2,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_0,Upsample_0.OC_2,LayerType.Upsample,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_0,PartSlice_OC_3,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_0,Upsample_0.OC_3,LayerType.Upsample,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_0,Upsample_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Route_1,Route_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_60,PartSlice_IR_28,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_60,Conv2d_60.IR_0,LayerType.Conv2d,35782656,1,1,768,256,1,7,26,r * s * c * (k // g) * h * w
Conv2d_60,PartSlice_IR_29,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_60,Conv2d_60.IR_1,LayerType.Conv2d,35782656,1,1,768,256,1,7,26,r * s * c * (k // g) * h * w
Conv2d_60,PartSlice_IR_30,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_60,Conv2d_60.IR_2,LayerType.Conv2d,30670848,1,1,768,256,1,6,26,r * s * c * (k // g) * h * w
Conv2d_60,PartSlice_IR_31,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_60,Conv2d_60.IR_3,LayerType.Conv2d,30670848,1,1,768,256,1,6,26,r * s * c * (k // g) * h * w
Conv2d_60,Conv2d_60,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_61,Conv2d_61.OC_0,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_61,Conv2d_61.OC_1,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_61,Conv2d_61.OC_2,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_61,Conv2d_61.OC_3,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_61,Conv2d_61.OC_4,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_61,Conv2d_61.OC_5,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_61,Conv2d_61.OC_6,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_61,Conv2d_61.OC_7,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_61,Conv2d_61,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_62,PartSlice_IR_32,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_62,Conv2d_62.IR_0,LayerType.Conv2d,23855104,1,1,512,256,1,7,26,r * s * c * (k // g) * h * w
Conv2d_62,PartSlice_IR_33,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_62,Conv2d_62.IR_1,LayerType.Conv2d,23855104,1,1,512,256,1,7,26,r * s * c * (k // g) * h * w
Conv2d_62,PartSlice_IR_34,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_62,Conv2d_62.IR_2,LayerType.Conv2d,20447232,1,1,512,256,1,6,26,r * s * c * (k // g) * h * w
Conv2d_62,PartSlice_IR_35,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_62,Conv2d_62.IR_3,LayerType.Conv2d,20447232,1,1,512,256,1,6,26,r * s * c * (k // g) * h * w
Conv2d_62,Conv2d_62,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_63,Conv2d_63.OC_0,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_63,Conv2d_63.OC_1,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_63,Conv2d_63.OC_2,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_63,Conv2d_63.OC_3,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_63,Conv2d_63.OC_4,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_63,Conv2d_63.OC_5,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_63,Conv2d_63.OC_6,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_63,Conv2d_63.OC_7,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_63,Conv2d_63,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_64,PartSlice_IR_36,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_64,Conv2d_64.IR_0,LayerType.Conv2d,23855104,1,1,512,256,1,7,26,r * s * c * (k // g) * h * w
Conv2d_64,PartSlice_IR_37,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_64,Conv2d_64.IR_1,LayerType.Conv2d,23855104,1,1,512,256,1,7,26,r * s * c * (k // g) * h * w
Conv2d_64,PartSlice_IR_38,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_64,Conv2d_64.IR_2,LayerType.Conv2d,20447232,1,1,512,256,1,6,26,r * s * c * (k // g) * h * w
Conv2d_64,PartSlice_IR_39,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_64,Conv2d_64.IR_3,LayerType.Conv2d,20447232,1,1,512,256,1,6,26,r * s * c * (k // g) * h * w
Conv2d_64,Conv2d_64,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_65,Conv2d_65.OC_0,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_65,Conv2d_65.OC_1,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_65,Conv2d_65.OC_2,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_65,Conv2d_65.OC_3,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_65,Conv2d_65.OC_4,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_65,Conv2d_65.OC_5,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_65,Conv2d_65.OC_6,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_65,Conv2d_65.OC_7,LayerType.Conv2d,99680256,3,3,256,64,1,26,26,r * s * c * (k // g) * h * w
Conv2d_65,Conv2d_65,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_67,Conv2d_67,LayerType.Conv2d,22151168,1,1,256,128,1,26,26,r * s * c * (k // g) * h * w
Upsample_1,PartSlice_OC_4,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_1,Upsample_1.OC_0,LayerType.Upsample,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_1,PartSlice_OC_5,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_1,Upsample_1.OC_1,LayerType.Upsample,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_1,PartSlice_OC_6,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_1,Upsample_1.OC_2,LayerType.Upsample,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_1,PartSlice_OC_7,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_1,Upsample_1.OC_3,LayerType.Upsample,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Upsample_1,Upsample_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Route_3,Route_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_68,PartSlice_IR_44,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_68,Conv2d_68.IR_0,LayerType.Conv2d,17891328,1,1,384,128,1,7,52,r * s * c * (k // g) * h * w
Conv2d_68,PartSlice_IR_45,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_68,Conv2d_68.IR_1,LayerType.Conv2d,17891328,1,1,384,128,1,7,52,r * s * c * (k // g) * h * w
Conv2d_68,PartSlice_IR_46,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
